data_prediksi,hasil_prediksi,aktual
"['ngeri', 'suka', 'foto', 'selpi', 'ktp']",0,0
"['guna', 'pakai', 'referral', 'cashback', 'repcuan']",1,1
"['kasih', 'bintang', 'ulas', 'tindak', 'lanjut', 'perihal', 'performa', 'aplikasi', 'tingkat', 'lag', 'bug', 'nutup', 'nyaman', 'investasi']",1,0
"['update', 'ngga', 'masuk']",0,0
"['aplikasi', 'aneh', 'banget', 'masaa', 'ambil', 'uang', 'nunggu', 'banget', 'kerja', 'udah', 'minggu', 'uang', 'bom', 'masuk', 'rekening', 'status', 'jual', 'gimana', 'maksud', 'sulit', 'gitu']",0,0
"['main', 'alhamdulillah', 'cs', 'ramah']",1,1
"['lupa', 'pakai', 'kode', 'dsbjwvn']",1,1
"['gw', 'saranin', 'kasih', 'bintang', 'aplikasi', 'main', 'niat', 'cari', 'untung', 'tpi', 'bibit', 'rugi', 'beli', 'reksadana', 'pas', 'cair', 'pajak', 'aada', 'otak', 'rugi', 'main', 'bibit', 'gabisa', 'hasil', 'rugi', 'cashback', 'potong', 'cashback', 'nama', 'potong', 'uang', 'aplikasi', 'ko', 'rugi', 'untung']",0,0
"['update', 'ngga', 'login', 'kali', 'kali', 'login', 'halaman', 'utama', 'registrasi', 'ngga', 'masuk']",0,0
"['ayo', 'daftar', 'pake', 'kode', 'kamukayakok', 'dapet', 'saldo', 'tambah']",1,1
"['gw', 'knpa', 'verifikasi', 'ksei', 'bom', 'udh', 'brp', 'gw', 'blm', 'ngapa', 'ngapainsaran']",0,0
"['kode', 'referal', 'widda']",1,1
"['aplikasi', 'bagus', 'kasi', 'masukanbisa', 'fitur', 'tambah', 'setting', 'pisahin', 'modal', 'untung', 'narik', 'untung', 'sajatanpa', 'tarik', 'modal']",0,1
"['bibit', 'pemberitahuan', 'reksadana', 'jual', 'masuk', 'jual', 'reksadana', 'masuk', 'rekening', 'aplikasi', 'bibit', 'tulis', 'order', 'jual', 'hasil', 'maksimal', 'kerja', 'masuk', 'rekening', 'beli', 'reksadana', 'gampang', 'jual', 'reksadana', 'bibit', 'embel', 'investasi', 'ribet', 'praktis', 'hahahha', 'praktis', 'orang', 'rugi']",0,0
"['saran', 'tolong', 'dlm', 'beli', 'serta', 'transfer', 'otomatis', 'account', 'virtual', 'ibanking', 'otomatis', 'mengapload', 'bukti', 'pembayaranribet', 'alami', 'dlm', 'beli']",1,1
"['mula', 'bagus', 'bantu', 'ajar', 'design', 'sampai', 'sederhana', 'paham', 'kalang']",1,1
"['keren', 'aplikasi', 'tampil', 'mudah', 'paham', 'bagus', 'liat', 'mata', 'tambah', 'kalkulator', 'kasih', 'return', 'total', 'tabung', 'trus', 'samping', 'total', 'retur', 'mudah', 'liat', 'campur']",1,1
"['coba', 'aplikasi', 'investasi', 'reksadana', 'pilih', 'bibit', 'simple', 'bayar', 'mudah', 'pilih', 'link', 'gopay', 'transfer', 'bank', 'moga', 'istiqomah', 'sisih', 'uang', 'paksu']",1,1
"['nyesel', 'gk', 'download', 'bibit']",0,1
"['iklan', 'cocok', 'investor', 'mula', 'ribet', 'pusing', 'investasi', 'kembang', 'aplikasi', 'tingkat', 'terus', 'karya']",1,0
"['aneh', 'aplikasi', 'untung', 'jual', 'buka', 'bilang', 'internet', 'error', 'sekrup', 'lepas', 'saldo', 'beli', 'sukses', 'tampil', 'untung', 'ubah', 'normal', 'saham', 'grafik', 'dinamis', 'untung', 'diupdate', 'ubah', 'saldo', 'jual', 'tombol', 'disabled', 'aneh', 'aplikasi', 'nipu', 'yaudah', 'makan', 'juta', 'beban', 'neraka', 'jt']",0,0
"['aplikasi', 'tunjuk', 'aneh', 'buka', 'aplikasi', 'web', 'bungkus', 'app']",0,0
"['apl', 'bibit', 'reksadana', 'lu', 'depo', 'minggu', 'kau', 'wd', 'jangka', 'depo', 'wd', 'lol']",0,1
"['kadang', 'gabisa', 'buka', 'refres', 'bkin', 'pnik']",0,0
"['buka', 'error', 'mlugmana', 'nabung', 'rutinpayah', 'deh']",0,0
"['tolong', 'bibitdata', 'data', 'hapus', 'simpan', 'aman', 'gw', 'daftar', 'bibitverifikasi', 'hambat', 'minggu', 'terferifikasidan', 'gw', 'un', 'instal', 'data', 'sayasaya', 'lapor', 'wajib']",0,0
"['the', 'best', 'pokok', 'knpa', 'gk', 'dri', 'dlu', 'nabung', 'dsini']",1,1
"['bibit', 'buka', 'error']",0,0
"['akhirakhir', 'uinya', 'error', 'layer', 'displaynya', 'tumpuk', 'buka', 'solusi', 'update', 'aplikasi', 'baru', 'sedia']",0,0
"['delete', 'akun', 'percaya', 'kapabilitas', 'aplikasi', 'serang', 'curi', 'data', 'rekening', 'alamat', 'ktp', 'foto', 'ktp', 'big', 'data', 'langgan', 'mahal', 'tanggung', 'muncul', 'opsi', 'delete', 'akun', 'nyaman', 'data', 'jebol', 'bpjs', 'panik']",0,0
"['bener', 'bener', 'bantu', 'tata', 'aplikasi', 'bantu', 'robo', 'tentuin', 'dimna', 'investasi', 'data', 'akurat', 'teman', 'uang', 'cashback', 'daftar', 'masukkkan', 'kode', 'yunus', 'salam', 'sukses']",1,1
"['masuk', 'kode', 'referal', 'organisasi', 'rbaplikasi', 'cocok', 'mula', 'fitur', 'mudah', 'erti']",1,1
"['terima', 'kasih', 'bantu', 'bibit', 'sabarsantunmembantu', 'koreksi', 'data', 'sayadipertahankan', 'bibit', 'sukses']",1,1
"['bibit', 'erorr', 'kemarin', 'akun', 'dibukak', 'takut', 'isi', 'saldo', 'mohon', 'jelas', 'admin', 'komplain', 'mana']",0,0
"['kali', 'kecewa', 'bibitpenjualan', 'reksadana', 'hasil', 'gagal', 'alas', 'rek', 'gasesuai', 'dllapakabar', 'udah', 'hasil', 'kecewa', 'gatau', 'nasib', 'reksadana', 'nyangkut', 'dah', 'baik', 'sistem', 'percaya', 'bibit']",0,0
"['bantu', 'dana', 'tabung', 'cepat', 'cair', 'pilih', 'reksadana', 'pasar', 'uang', 'hasil', 'jual', 'kayak', 'harga', 'bibit', 'jual', 'jam', 'kerja', 'saham', 'obligasi', 'cair', 'emg', 'mohon', 'sabar', 'guys', 'invest', 'bibit', 'pakai', 'kode', 'shellyok', 'dpt', 'free', 'reksadana', 'mula', 'pakai', 'fitur', 'robo', 'investasi', 'jangka', 'pendek', 'beli', 'reksadana', 'pasar', 'uang', 'sabar', 'kunci', 'nabung', 'bibit', 'lamalama', 'bukit', 'semangat']",1,1
"['sebenernya', 'aplikasi', 'bagus', 'tampil', 'fresh', 'kini', 'enak', 'cocok', 'banget', 'main', 'reksadana', 'aplikasi', 'crash', 'ganggu', 'banget', 'home', 'stuck', 'ngeload', 'data', 'clear', 'cache', 'normal', 'clear', 'cache', 'tolong', 'baik', 'alam', 'guna']",1,0
"['mohon', 'tambah', 'tari', 'bank', 'neo', 'mudah', 'tarik', 'uang']",0,0
"['ngecek', 'dana', 'kmren', 'aplikasi', 'buka', 'muncul', 'koneksi', 'coba', 'upgrade', 'udah', 'hapus', 'data', 'udah', 'tetep']",0,0
"['tingkat', 'investasi', 'bagus', 'bisnis', 'investasi']",1,1
"['aplikasi', 'bagus', 'investasi', 'mula', 'beli', 'mudah', 'jual', 'jg', 'butuh', 'kerja', 'tpi', 'kemaren', 'coba', 'jual', 'udah', 'cair', 'percaya', 'ni', 'aplikasi', 'takut', 'coba']",0,1
"['udah', 'investasi', 'aku', 'hilang']",1,0
"['bibit', 'mudah', 'trrutama', 'mula', 'investasi', 'bintang', 'aplikasi', 'lumayan', 'lelet', 'mohon', 'tingkat']",1,0
"['moga', 'berkah', 'indonesia', 'ku']",1,1
"['moga', 'untung']",1,1
"['app', 'buka', 'dana', 'ssya', 'msih']",0,0
"['oke', 'nyaman', 'digunakanakan', 'efisien', 'metode', 'bayar', 'wallet', 'bkn', 'gopay', 'linkaja', 'dana', 'dll', 'moga', 'next', 'update', 'sekian', 'terimakasih']",1,1
"['jalan', 'lancar', 'tab', 'lite', 'fitur', 'nambah', 'bantu', 'portofolio', 'bibit']",1,1
"['akun', 'pas', 'login', 'suruh', 'registrasi', 'registrasi']",0,0
"['mari', 'investasi', 'bibit', 'nunggu', 'membuktikandengan', 'nilai', 'tumbuh', 'investasi', 'pertahunnyacus', 'pakai', 'kode', 'referal', 'untung', 'lipat', 'tabung', 'referal', 'code', 'bibituangaman', 'lets', 'join', 'now']",1,1
"['tolong', 'tingkat', 'min', 'jual', 'hasil', 'uang', 'gk', 'cair', 'tambah', 'obat', 'dana', 'gk', 'cair', 'status', 'jual', 'hasil', 'dana', 'gk', 'kunjung', 'masuk']",0,1
"['program', 'beta', 'penuh', 'maksud', 'gmana', 'masuk', 'tp', 'trus', 'hapus', 'download', 'ulang', 'msh', 'masuk']",0,0
"['akun', 'sampe', 'selesai', 'verifikasi', 'estimasi', 'verifikasi', 'daftar', 'sampe', 'tanggal', 'oktober', 'tanggal', 'oktober', 'akun', 'selesai', 'verifikasi', 'tolong', 'data', 'hapus', 'ganti', 'bintang', 'akun', 'selesai', 'verifikasi']",0,0
"['bagus', 'mula', 'baca', 'aplikasi', 'robo', 'bantu', 'rencana', 'investasi', 'autodebit', 'pakai', 'gopay', 'mudah', 'masukin', 'kode', 'referal', 'bonusdarifridha', 'dapet', 'cashback', 'lumayan', 'bgt']",1,1
"['bagus', 'investasj', 'jangka']",1,1
"['keren', 'bibit', 'tambah', 'kode', 'referral', 'sembarangwes', 'cashback', 'ribu', 'terimakasih']",1,1
"['bagus', 'pake', 'kode', 'ref', 'melakartos']",1,1
['bantu'],1,1
"['kasih', 'bintang', 'kagak', 'paham', 'pakai']",0,1
"['sorry', 'gue', 'td', 'bintang', 'blum', 'paham', 'sistem', 'dana', 'gue', 'udah', 'masuk', 'hasil', 'jual']",0,1
"['aplikasi', 'eror', 'udh', 'gk', 'buka']",0,0
"['mantap', 'masuk', 'kode', 'hudasaja', 'nikmat', 'cashback']",1,1
"['bagus', 'dah', 'buka', 'buka', 'reload', 'apk', 'lancar', 'koneksi']",0,0
"['aplikasi', 'bagus', 'cuman', 'luas', 'jenis', 'investasi', 'reksadana', 'tp', 'invetasi', 'emas', 'sbn', 'loginny', 'pake', 'sidik', 'jari', 'cepet']",1,1
"['aplikasi', 'inverstasi', 'baik', 'ku']",1,1
"['widraw', 'nunggu', 'cek', 'saldo', 'masuk', 'kkemana', 'bibit', 'tipu', 'saran', 'hati', 'mula', 'deposit', 'andisini', 'untung', 'diharapkanterima', 'kasih']",0,0
"['invest', 'udah', 'turun', 'kembang', 'deddy', 'corbuzier', 'bohong', 'tuhh', 'haaahhh', 'bosan', 'indonesia', 'bohong', 'cari', 'untung', 'mending', 'buka', 'usaha', 'nggak', 'tipu', 'masyarakat']",0,0
"['aplikasih', 'baguz', 'bgt']",0,1
"['ok', 'coba']",1,1
"['aplikasi', 'pas', 'ajar', 'investasi', 'mudah', 'ribet', 'dana', 'tambah', 'input', 'kode', 'referal', 'bibit', 'daftar']",1,1
"['moga', 'saham', 'amin']",1,1
"['apps', 'bantu', 'dapet', 'hasil', 'invest', 'nominal', 'cs', 'keren', 'sedia', 'layan', 'kepo', 'cepat']",1,1
"['apk', 'bibit', 'tahan', 'investasi', 'reksadana', 'syariah', 'takut', 'jadi']",1,1
"['nanya', 'order', 'hasil', 'jual', 'otomatis', 'masuk', 'rek', 'masuk', 'rek', 'cek', 'mutasi', 'pemberitahuan', 'kait', 'dana', 'masuk', 'mohon', 'jelas', 'kak']",1,1
"['bibit', 'buka', 'hapusdan', 'donwload', 'hadeh', 'uang', 'hilang']",0,0
"['mantul', 'mula']",1,1
"['moga', 'manfaat', 'berkah', 'terimakasih', 'bibit']",1,1
"['top', 'up', 'virtual', 'account', 'via', 'bni', 'hilang', 'mohon', 'aplikasi', 'udah', 'baik', 'deh']",1,1
"['sungguh', 'kecewa', 'kembali', 'dana', 'baik', 'sistem', 'jual', 'nunggu', 'minggu', 'blum', 'cair', 'gimna', 'jual', 'harga', 'kaya', 'tahun', 'cair', 'baik', 'tolong', 'nnti', 'kasih', 'bintang', 'pelit', 'kasih', 'bintang', 'karna', 'proses', 'jual', 'lambat', 'sy', 'hd', 'kecewa']",0,0
"['daftar', 'mudahnggak', 'verifikasipembelian', 'gopay', 'ribet', 'atm', 'tunjukin', 'bukti', 'transferlebih', 'efisienprusahaan', 'gojek', 'emang', 'jossmaaf', 'bintang', 'yajika', 'depa', 'bintang', 'bibit']",0,1
"['masuk', 'aplikasi', 'halaman', 'web', 'sedia', 'tolong', 'baik', 'sungguh', 'ganggu', 'maka', 'kali', 'dar', 'kemaren', 'kemarin', 'sajantak', 'masuk', 'aplikasi']",0,1
"['bagus', 'app']",1,1
"['kecewa', 'buang', 'lupa', 'nomer', 'hp', 'verifikasi', 'email', 'teh', 'ikut', 'pasu', 'nohp', 'ketnya', 'nohp', 'daftar', 'bs', 'log', 'in', 'pake', 'nohp', 'eh', 'notif', 'daftar', 'muter', 'muter', 'gajelasssss']",0,0
"['ayo', 'investasi', 'bibit', 'bantu', 'investasi', 'mudah', 'kode', 'undang', 'padjampangan', 'dapat', 'cashback']",1,1
"['sulit', 'banget', 'registrasi', 'login', 'verifikasi', 'email', 'dll', 'tolong', 'cs', 'bibit', 'registrasi', 'moga', 'cepat', 'layan', 'dlm', 'handling', 'complain']",0,0
"['layan', 'cari', 'uang', 'lambat', 'jujur', 'kecewa', 'lambat', 'sistem', 'jual', 'apps', 'tunggu', 'dana', 'hasil', 'bank', 'tolong', 'depan', 'proses', 'cari', 'dana', 'cepat']",0,0
"['duit', 'cair', 'banget', 'invest', 'mending', 'ajaib']",0,0
"['assalamualaikum', 'kecewa', 'aplikasi', 'bibit', 'peduli', 'investor', 'mula', 'investasi', 'bawah', 'ribu', 'kerja', 'sore', 'itu', 'menit', 'no', 'profit', 'dikerjakandibiarkan']",1,0
"['rugi', 'masyarakat', 'uang', 'hilang', 'tari', 'dana', 'bank', 'bca', 'minggu', 'masuk', 'liar']",0,0
"['semua', 'bagus', 'bibit', 'tp', 'pagi', 'sy', 'buka', 'apk', 'eror', 'mulu', 'pdhal', 'koneksi', 'lancar', 'udh', 'update']",0,0
"['investasi', 'saham', 'binary', 'option', 'nebak', 'grafik', 'atur', 'turun', 'saham', 'milik', 'aset', 'usaha', 'bagi', 'hasil']",1,1
"['mantap', 'aplikasi', 'moga', 'amanah']",1,0
"['bagusss', 'bangeeeettt', 'daftar', 'cepet', 'mudah', 'rekomendasi', 'pusing', 'dehh', 'milih', 'reksa', 'dana', 'cocok', 'mula', 'paham', 'investasi', 'salam', 'hangat']",1,1
"['investasi', 'pantau', 'akses', 'ksei', 'deh', 'bibit', 'aman', 'percaya', 'nilainilai', 'investasi', 'pantau', 'ksei']",1,1
"['mantabb', 'banget', 'pake', 'bibit', 'msh', 'galau', 'investasi', 'banget', 'pake', 'bbit', 'yuk', 'pake', 'kode', 'refferal', 'dapetin', 'rb', 'yesdapetduit']",1,1
"['mudah', 'senang']",1,1
"['apk', 'mudah', 'erti', 'pepet', 'ngejual', 'masuk', 'rek', 'proses', 'cepat', 'pake', 'bibit', 'apk', 'belah', 'moga', 'depan']",1,1
"['sumpah', 'gua', 'suka', 'banget', 'aplikasi', 'bintang', 'bicara', 'wlw', 'kendala', 'logind', 'alhamdulillah', 'bantu', 'ramah', 'inti', 'susah', 'logind', 'lupa', 'pasword', 'nmor', 'hp', 'lupa', 'email', 'lupa', 'ikutin', 'smw', 'prosedur', 'cs', 'insyaallah', 'bantu', 'ramah', 'cs', 'lahenjadi', 'lgi', 'bibit']",1,1
"['saran', 'pakai', 'akun', 'dana']",1,0
"['aplikasi', 'bagus', 'lot', 'baik', 'spya', 'nyaman', 'buka', 'pakai', 'smg', 'tingkat', 'lg', 'spya', 'ber', 'invest', 'nyaman']",1,0
"['bigxzrb', 'pakai', 'kode', 'referal', 'gratis', 'akun', 'mu', 'yok', 'gabung']",1,1
"['aplikasi', 'tarik', 'bangett', 'nominal', 'minimal', 'tabung', 'ramah', 'ajar', 'tambah', 'fitur', 'robo', 'bantu', 'ajar', 'investasi', 'aplikasi', 'tabung', 'pasti', 'oleh', 'profit', 'imbang', 'pilih', 'reksadana']",1,1
"['sebenernya', 'ajar', 'investasi', 'pakai', 'aplikasi', 'bibit', 'suka', 'aplikasi', 'tampil', 'mudah', 'banget', 'dipake', 'mula', 'kayak', 'tementemen', 'ajar', 'kayak', 'coba', 'investasi', 'pake', 'aplikasi', 'bibit', 'pakai', 'pake', 'kode', 'referral', 'untuksebuahmimpi', 'dapet', 'cashback', 'ribu']",1,1
"['nyoba', 'moga', 'berkah']",1,1
"['cashback', 'lupa', 'pake', 'kode', 'refferal', 'muhamadpaijin']",1,1
"['koq', 'login', 'sblmnya', 'uang', 'gmn', 'dooonk', 'kasi', 'jelas']",0,0
"['masuk', 'kode', 'referral', 'bibitnabungyes', 'dpt', 'cashback']",1,1
"['erti', 'faham', 'ttg', 'arti', 'investasi', 'badan', 'resmi', 'abal']",1,1
"['bagus', 'banget', 'mula']",1,1
"['males', 'pakek', 'aplikasi', 'kayak', 'gin', 'cari', 'banget', 'gwe', 'nunggu', 'wd', 'gwe', 'udah', 'kemarin', 'ngak', 'masuk', 'masuk', 'sihh', 'minggu', 'masuk', 'gimana', 'yahh', 'anda', 'gwe', 'perlu', 'hidup', 'gwe', 'tp', 'dana', 'nyangkut', 'ngakk', 'enak', 'banget', 'dana', 'dingin', 'tp', 'tolong', 'bibit', 'sedia', 'dana', 'cadang', 'user', 'wd', 'cepat', 'kelarrr']",0,0
"['bagus', 'rekasa', 'dana', 'fitur', 'robo', 'saran', 'metode', 'bayar', 'aplikasi', 'dana']",1,1
"['bibit', 'ngak', 'buka', 'reload', 'mulu', 'gimana', 'kasih', 'bintang']",0,0
"['mantap', 'cashback', 'ribu', 'masuk', 'kode', 'referal', 'lapakrecahan']",1,1
"['knp', 'aplikasi', 'buka', 'stuck', 'logo', 'bibit', 'link', 'alternatif']",0,0
"['alam', 'proses', 'beli', 'lambat', 'sesuai', 'terang', 'robot', 'dikembangin', 'pinter']",0,0
"['masuk', 'saran', 'login', 'aman', 'biometrik', 'sidik', 'jari', 'password', 'baca', 'orang', 'kepo', 'tangan', 'jahil', 'tampil', 'ui', 'bagus', 'mudah', 'guna']",1,1
"['aplikasi', 'mudah', 'mula', 'investasi', 'reksadana', 'fitur', 'robo', 'membantutapi', 'kurang', 'produk', 'sbr', 'jenis', 'blm', 'aplikasi', 'bibitoiiya', 'coba', 'app', 'bibitbisa', 'input', 'code', 'refferal', 'tirta', 'tanda', 'kutip', 'welcome', 'bonus', 'bibit']",1,1
"['tolong', 'pas', 'tari', 'dana', 'tf', 'rek', 'tolong', 'kasih', 'notif', 'tq']",0,0
['kasi'],0,1
"['wkwkw', 'mati', 'lo', 'min', 'lu', 'nyari', 'mula', 'invest', 'netijen', 'pikir', 'gampang', 'kayak', 'top', 'up', 'koin', 'investasi', 'mbak', 'netijen', 'udah', 'bikinin', 'platfrom', 'ajar', 'inves', 'inves', 'guys', 'pinjol', 'ato', 'koprasi', 'simpan', 'pinjam', 'duit', 'lu', 'puterin', 'muter', 'gampang', 'lo', 'narik', 'atm', 'lol', 'uang', 'beliin', 'mo', 'jual', 'beli', 'bibit', 'ni', 'ngegampangin', 'proses', 'lu', 'brang', 'lu', 'jual', 'untung']",0,1
"['ko', 'pas', 'masuk', 'halaman', 'eror', 'trs', 'yh', 'gabisa', 'masuk', 'solusi', 'gmn']",0,0
"['muat', 'ulang', 'teruserror', 'trus', 'scam', 'gmna']",0,0
"['barusan', 'transfer', 'trus', 'lanjut', 'investasi']",0,0
"['aplikasi', 'bagus', 'robonya', 'saran', 'investasi', 'gk', 'bingung', 'mula', 'cocok', 'saran', 'investasi', 'emas']",1,1
"['masuk', 'referal', 'jsk', 'gx', 'bonus']",1,1
"['button', 'jual', 'dalam', 'portofolio', 'gk', 'uang', 'udah', 'masuk', 'portofolio', 'coba', 'tetep', 'mohon', 'baik']",0,0
"['aplikasi', 'reksadana', 'keren', 'simpel', 'mudah', 'investor', 'mudah', 'transaksi', 'so', 'investasi']",1,1
"['rekomendasi', 'investor', 'mula', 'ajar', 'investasi', 'aplikasi', 'robot', 'cerdas', 'buat', 'bantu', 'pilih', 'reksadana', 'sesuai', 'karakter', 'guna', 'the', 'best']",1,1
"['woi', 'bibit', 'uang', 'gua', 'balikin', 'woiii', 'massal', 'kerja', 'feb', 'sampe', 'mar', 'aplikasi', 'maksut', 'gimana', 'nihh']",0,0
"['aplikasi', 'buka', 'lgi', 'yak']",0,0
"['bagus', 'beghitupun', 'kerja', 'tim', 'bibit', 'sigap', 'bantu', 'mula', 'mohon', 'cair', 'dana', 'invest', 'tingkat', 'cepat', 'aplikasi', 'belah']",1,1
"['easy', 'to', 'use', 'mohon', 'diupdate', 'dark', 'mode', 'latar', 'putih', 'ganggu', 'nyaman', 'mata']",1,1
"['nitip', 'kode', 'referal', 'kaleea']",1,0
['mudah'],1,1
"['mula', 'aplikasi', 'bibit', 'cocok', 'modal', 'pakai', 'kode', 'referal', 'fetom', 'bantu', 'teman', 'coba', 'raguragu', 'jamin', 'aman']",1,1
"['customer', 'support', 'bantu', 'terimakasih', 'bibit', 'teman', 'investasi']",1,1
"['proses', 'pencairananya', 'sudh', 'saham', 'nyangkut', 'lainny', 'cepat', 'minggu', 'tinggal', 'banget', 'ribet']",0,0
"['aplikasi', 'kali', 'coba', 'mudah', 'investasi', 'yuk', 'anak', 'muda', 'investasi', 'cadang', 'uang', 'masuk', 'kode', 'referal', 'lizias', 'dapat', 'cashback', 'transaksi']",1,1
"['bagus', 'mula', 'kaya', 'ajar', 'tabung', 'uang', 'investasi', 'efektif', 'nabung', 'suka', 'bawa', 'bawa', 'bibit', 'uang', 'tabung', 'pakai', 'mesti', 'tunggu', 'cair', 'beda', 'bank', 'celengan', 'ambil']",1,1
"['coba', 'mula', 'rp', 'pingin', 'hasil', 'insyaallah', 'ok', 'mo', 'nabungnya']",1,1
"['kapok', 'investasi', 'udah', 'modal', 'jt', 'dakadah', 'untung', 'mes', 'tres']",0,0
"['aplikasi', 'buka', 'terang', 'errnamenotresolved']",0,0
"['jujur', 'sebenernya', 'coba', 'top', 'up', 'coba', 'aplikasi', 'bagus', 'beli', 'masuk', 'bangetttt', 'jual', 'hasil', 'jual', 'masuk', 'full', 'banget', 'masuk', 'coba', 'mending', 'coba', 'dikit']",0,0
